step,runtime,train_working_memory_error,val_reference_memory_error,val_tot_error,learning rate,val_working_memory_error,timestamp,train_reference_memory_error,loss,train_tot_error
1,1293.824856,0.659691811,0.905071795,0.687988281,0.0000995,0.606891394,1711117386,0.901076496,2.050029576,0.724700928
2,2395.845332,0.430694103,0.895303667,0.44720459,0.000099,0.277345181,1711118488,0.900122046,1.494591895,0.559783936
3,3526.309143,0.205166042,0.898337662,0.342437744,0.0000985,0.136969686,1711119618,0.893333316,1.112995366,0.395751953
4,4681.210113,0.128757894,0.900234342,0.31942749,0.000098,0.100810707,1711120773,0.896872938,0.96073396,0.340148926
5,5832.06403,0.106974185,0.898623109,0.314575195,0.0000975,0.093216062,1711121924,0.891515672,0.908208998,0.323699951
6,7560.941836,0.099885941,0.894128203,0.305328369,0.000097,0.085537076,1711123653,0.889891088,0.896398023,0.319061279
7,8683.267123,0.090744972,0.900022924,0.29776001,0.0000965,0.078964889,1711124775,0.8886531,0.8659158,0.308776855
8,9823.063677,0.085909963,0.898118258,0.296875,0.000096,0.069870114,1711125915,0.893685877,0.855081086,0.306884766
9,10965.00656,0.079684794,0.899232566,0.29675293,0.0000955,0.068932176,1711127057,0.888347924,0.850220715,0.302703857
10,12194.05314,0.078306079,0.896517158,0.295135498,0.000095,0.067869365,1711128286,0.888389945,0.850820445,0.304016113
11,13237.03101,0.071794689,0.905796289,0.296569824,0.0000945,0.065066278,1711129329,0.884426594,0.827346042,0.2940979
12,14269.06238,0.073073208,0.901954234,0.29095459,0.000094,0.059380531,1711130361,0.886915982,0.831520535,0.296875
13,15308.00824,0.07065016,0.899934232,0.292114258,0.0000935,0.057562172,1711131400,0.887481928,0.822573962,0.295074463
14,16346.09455,0.06625396,0.903594375,0.293060303,0.000093,0.061379135,1711132438,0.885109663,0.814834164,0.291809082
15,17383.65763,0.066624761,0.903989315,0.289031982,0.0000925,0.056207657,1711133476,0.886040509,0.810209969,0.290008545
16,18417.29911,0.062341928,0.904074609,0.292633057,0.000092,0.060855985,1711134509,0.888213158,0.811073324,0.290283203
17,19458.93405,0.060861528,0.89665854,0.28894043,0.0000915,0.057479978,1711135551,0.885067761,0.796488842,0.285400391
18,20499.64389,0.061943233,0.901219487,0.293487549,0.000091,0.062657952,1711136592,0.8828578,0.802187248,0.286712646
19,21540.41161,0.064422011,0.904391348,0.289581299,0.0000905,0.056955397,1711137633,0.883751512,0.817370742,0.292633057
20,22751.41229,0.055355728,0.902245581,0.285003662,0.00009,0.053029358,1711138844,0.876901209,0.802462369,0.284484863
21,23794.43208,0.052248478,0.903559506,0.278747559,0.0000895,0.042518258,1711139887,0.882545412,0.773039659,0.276824951
22,24834.35021,0.041386545,0.900838435,0.272186279,0.000089,0.036141574,1711140927,0.881801963,0.75938321,0.271392822
23,25889.50552,0.033767998,0.900693357,0.265136719,0.0000885,0.02660954,1711141982,0.87839365,0.729787073,0.261627197
24,27022.81565,0.020728409,0.896407604,0.254730225,0.000088,0.017226994,1711143115,0.877909601,0.70724579,0.254486084
25,28163.556,0.010428846,0.899539769,0.249572754,0.0000875,0.006873667,1711144256,0.880400181,0.672936578,0.24395752
26,29306.66724,0.003819704,0.901149929,0.251159668,0.000087,0.003372073,1711145399,0.882155657,0.651128294,0.243560791
27,30351.74479,0.00163424,0.909649312,0.24987793,0.0000865,0.001805663,1711146444,0.87477541,0.635229219,0.238891602
28,31387.77081,0.001466334,0.899988949,0.249969482,0.000086,0.001981556,1711147480,0.869633615,0.631155559,0.237213135
29,32425.70896,0.001093626,0.908239722,0.252319336,0.0000855,0.00097084,1711148518,0.861781359,0.63611196,0.237304688
30,33626.77658,0.001340926,0.905310214,0.248291016,0.000085,0.00159514,1711149719,0.847259641,0.624349269,0.231201172
31,34666.51376,0.001304805,0.903039873,0.245422363,0.0000845,0.002132177,1711150759,0.84837383,0.630814566,0.234191895
32,35710.6345,0.000971198,0.900985658,0.246734619,0.000084,0.001719773,1711151803,0.83489269,0.629570779,0.232177734
33,36831.97986,0.000924945,0.903135836,0.249603271,0.0000835,0.003612399,1711152924,0.830791473,0.620707341,0.228424072
34,37987.35894,0.001383364,0.894470096,0.243286133,0.000083,0.001255751,1711154080,0.826750457,0.610322966,0.225860596
35,39132.74271,0.001250565,0.905298352,0.248901367,0.0000825,0.001680493,1711155225,0.816628695,0.596064109,0.219726563
36,40176.05451,0.001596451,0.898019254,0.243469238,0.000082,0.001838505,1711156268,0.799553812,0.599218714,0.219909668
37,41216.58281,0.001183569,0.899357617,0.244567871,0.0000815,0.001422942,1711157309,0.779960513,0.601652149,0.21774292
38,42258.01838,0.001220882,0.89986515,0.245147705,0.000081,0.001089275,1711158350,0.770826399,0.583631197,0.21295166
39,43295.65103,0.001045644,0.904103458,0.248352051,0.0000805,0.001260519,1711159388,0.759566545,0.568971797,0.206115723
40,44484.17284,0.001257062,0.900807261,0.249420166,0.00008,0.001138091,1711160576,0.731214166,0.555550517,0.199584961
41,45530.11216,0.001083195,0.902027786,0.250427246,0.0000795,0.000886321,1711161622,0.731774092,0.541129133,0.196533203
42,46568.72925,0.001259625,0.901630104,0.245941162,0.000079,0.001633644,1711162661,0.712466478,0.543461691,0.195556641
43,47607.5976,0.001208842,0.892124653,0.240722656,0.0000785,0.000626504,1711163700,0.693779945,0.520434388,0.186737061
44,48652.07748,0.001168072,0.898790359,0.248138428,0.000078,0.001347005,1711164744,0.675343871,0.509740113,0.182159424
45,49700.77804,0.001303911,0.900716245,0.250244141,0.0000775,0.001097322,1711165793,0.663849652,0.512011832,0.183135986
46,50839.29613,0.00100857,0.903637171,0.249511719,0.000077,0.00113678,1711166931,0.648055255,0.49755329,0.178192139
47,51984.87322,0.001092732,0.901789665,0.25012207,0.0000765,0.00139147,1711168077,0.633496761,0.495111619,0.174285889
48,53126.46763,0.001216412,0.90210098,0.250946045,0.000076,0.000929117,1711169219,0.621597409,0.476341883,0.170227051
49,54173.27473,0.000923872,0.897811055,0.246582031,0.0000755,0.00172168,1711170265,0.609045267,0.47084686,0.167114258
50,55385.38903,0.001262486,0.901717961,0.247619629,0.000075,0.001302302,1711171478,0.603886724,0.470347106,0.166870117
51,56423.43171,0.001054347,0.900188088,0.249267578,0.0000745,0.001390576,1711172516,0.585026503,0.45635847,0.162445068
52,57461.03136,0.000673711,0.898137987,0.25189209,0.000074,0.002284467,1711173553,0.570256174,0.441190064,0.157409668
53,58495.97577,0.001262188,0.901494861,0.247650146,0.0000735,0.001428366,1711174588,0.571555555,0.44425472,0.157897949
54,59533.98981,0.00109148,0.900898933,0.248321533,0.000073,0.000799775,1711175626,0.555605233,0.433880681,0.152496338
55,60578.77397,0.000629067,0.895812511,0.246948242,0.0000725,0.001136184,1711176671,0.538159847,0.419444292,0.147003174
56,61624.03665,0.000886798,0.902614653,0.249237061,0.000072,0.000842452,1711177716,0.528505385,0.419764667,0.147186279
57,62666.51566,0.000835419,0.901153028,0.246643066,0.0000715,0.001342595,1711178759,0.526053429,0.40290626,0.142333984
58,63711.81674,0.000674188,0.89982307,0.249359131,0.000071,0.001390994,1711179804,0.507968128,0.403182933,0.140563965
59,64751.48903,0.000798702,0.904559195,0.247375488,0.0000705,0.001300275,1711180844,0.505345225,0.392053524,0.139068604
60,65946.67921,0.000676036,0.904034793,0.248474121,0.00007,0.001302779,1711182039,0.494231403,0.393677502,0.137756348
61,66989.31799,0.00083822,0.898981035,0.251312256,0.0000695,0.001268983,1711183082,0.49949491,0.387324311,0.136413574
62,68029.58591,0.000840783,0.897144079,0.250793457,0.000069,0.000804126,1711184122,0.486636996,0.380656411,0.133972168
63,69073.37965,0.000797391,0.905900955,0.245666504,0.0000685,0.000878453,1711185166,0.474161088,0.368840945,0.129943848
64,70125.57682,0.000840843,0.90187335,0.247772217,0.000068,0.00130254,1711186218,0.455861032,0.360054287,0.125579834
65,71168.56529,0.000585854,0.904185534,0.244445801,0.0000675,0.000710487,1711187261,0.458295763,0.358104996,0.124511719
66,72205.08084,0.000884533,0.897828996,0.245452881,0.000067,0.000839233,1711188297,0.435187221,0.348958529,0.120513916
67,73251.85054,0.000544786,0.901091397,0.242462158,0.0000665,0.000792563,1711189344,0.440314412,0.345186875,0.120056152
68,74293.71114,0.000378728,0.90138638,0.246734619,0.000066,0.000965416,1711190386,0.423303366,0.337066062,0.116577148
69,75337.65306,0.000672996,0.90408802,0.246643066,0.0000655,0.001340926,1711191430,0.419630945,0.334032459,0.115692139
70,76538.60004,0.000379086,0.895032585,0.243804932,0.000065,0.001047373,1711192631,0.410611451,0.329648261,0.11340332
71,77579.00654,0.000589132,0.900811732,0.247619629,0.0000645,0.000546813,1711193671,0.409171641,0.325372883,0.112884521
72,78612.21484,0.000544786,0.902852654,0.24597168,0.000064,0.000879943,1711194704,0.412577212,0.321712295,0.112518311
73,79654.27937,0.000797272,0.895104885,0.247253418,0.0000635,0.001599431,1711195746,0.402193367,0.317458409,0.11026001
74,80706.61027,0.000672877,0.903687418,0.251220703,0.000063,0.000928938,1711196799,0.378086805,0.301179937,0.104217529
75,81749.59727,0.000629723,0.899810731,0.247253418,0.0000625,0.000798762,1711197842,0.381915689,0.304683564,0.104736328
76,82790.9022,0.000546694,0.896319568,0.244750977,0.000062,0.001341403,1711198883,0.37319243,0.30128534,0.102783203
77,83921.51022,0.000799417,0.902163982,0.242370605,0.0000615,0.000875413,1711200014,0.38229084,0.30430029,0.10559082
78,85080.91673,0.000879884,0.897044063,0.246154785,0.000061,0.001008272,1711201173,0.365015149,0.290553196,0.09979248
79,86230.6999,0.000337481,0.896400332,0.25012207,0.0000605,0.001183569,1711202323,0.354479253,0.287515717,0.098297119
80,87446.50709,0.000419796,0.903605103,0.249267578,0.00006,0.000926197,1711203539,0.350475132,0.280709249,0.095977783
81,88501.72385,0.000628531,0.896263719,0.242919922,0.0000595,0.000836551,1711204594,0.348197281,0.277450031,0.095062256
82,89547.6874,0.000421345,0.902280152,0.245666504,0.000059,0.000712335,1711205640,0.344327629,0.276687349,0.095245361
83,90591.16586,0.00058645,0.900399327,0.241546631,0.0000585,0.000958204,1711206683,0.337268114,0.26909136,0.09197998
84,91633.26409,0.000337243,0.901474535,0.24697876,0.000058,0.000965714,1711207725,0.340848804,0.273482077,0.094360352
85,92685.63424,0.000586867,0.900546789,0.242034912,0.0000575,0.001083791,1711208778,0.332959294,0.265374892,0.0909729
86,93729.79196,0.000168681,0.897351384,0.24130249,0.000057,0.000542343,1711209822,0.318493187,0.259356494,0.088104248
87,94776.81507,0.000627756,0.893695116,0.246002197,0.0000565,0.001009524,1711210869,0.315071583,0.252776448,0.085754395
88,95827.28818,0.000420392,0.892789483,0.244873047,0.000056,0.000546336,1711211919,0.309277236,0.250176521,0.08505249
89,96875.06207,0.000546157,0.899598837,0.247039795,0.0000555,0.000924647,1711212967,0.310764074,0.250122871,0.085418701
90,98073.9567,0.000335813,0.902318835,0.246520996,0.000055,0.000964701,1711214166,0.315042496,0.249626423,0.086273193
91,99124.51066,0.000335395,0.895924091,0.245361328,0.0000545,0.000713885,1711215217,0.2993716,0.237466296,0.081665039
92,100171.7996,0.000334859,0.893725693,0.24609375,0.000054,0.000673294,1711216264,0.296688437,0.236220176,0.080627441
93,101211.7471,0.000375986,0.895207584,0.24786377,0.0000535,0.000632644,1711217304,0.282463491,0.226119893,0.076416016
94,102252.8009,0.000545144,0.893201709,0.246276855,0.000053,0.000673711,1711218345,0.299405932,0.237631322,0.08190918
95,103300.4219,0.000589728,0.905666649,0.249633789,0.0000525,0.001220107,1711219393,0.281125426,0.229349683,0.077880859
96,104342.9335,0.000420213,0.899072289,0.246276855,0.000052,0.00109148,1711220435,0.285857558,0.228586306,0.078582764
97,105389.9099,0.0005036,0.896895647,0.244659424,0.0000515,0.000587106,1711221482,0.279306471,0.224787213,0.076568604
98,106435.1918,0.000422955,0.900286138,0.250732422,0.000051,0.001520157,1711222527,0.272029817,0.224044998,0.076049805
99,107479.5098,0.000503778,0.899410963,0.242919922,0.0000505,0.000835419,1711223572,0.265921772,0.215204828,0.072998047
100,108682.3672,0.000630081,0.890327573,0.246154785,0.00005,0.000884891,1711224775,0.271844685,0.220786151,0.074798584
101,109742.823,0.000211179,0.89788419,0.246643066,0.0000495,0.000798702,1711225835,0.257759213,0.210200953,0.071624756
102,110780.124,0.000670135,0.8960554,0.249786377,0.000049,0.001267552,1711226872,0.269200504,0.218018001,0.073547363
103,111828.4065,0.000378847,0.903131664,0.24609375,0.0000485,0.000754416,1711227921,0.261400163,0.210888989,0.072174072
104,112875.7143,0.00054574,0.89788419,0.246429443,0.000048,0.000504494,1711228968,0.247233689,0.199616566,0.067901611
105,113924.1425,0.000419319,0.901901543,0.246734619,0.0000475,0.000923276,1711230016,0.249439478,0.205125855,0.068206787
106,114974.0652,0.000335693,0.899365485,0.247039795,0.000047,0.000672638,1711231066,0.250839531,0.202810989,0.068634033
107,116030.2571,0.000547171,0.900135279,0.244354248,0.0000465,0.000878811,1711232122,0.240341902,0.19688998,0.066467285
108,117077.1677,0.000335336,0.893862188,0.246856689,0.000046,0.000884533,1711233169,0.234455705,0.188868027,0.063995361
109,118125.1836,0.000377655,0.90129143,0.245330811,0.0000455,0.000544786,1711234217,0.235564053,0.189683638,0.06451416
110,119325.7138,0.000545323,0.898033977,0.247314453,0.000045,0.000799537,1711235418,0.236954093,0.192306796,0.064971924
111,120395.3397,0.000378609,0.905402422,0.249328613,0.0000445,0.001051605,1711236488,0.227904439,0.185059928,0.062835693
112,121443.0786,0.000628054,0.902303934,0.249084473,0.000044,0.00067395,1711237535,0.229652107,0.183997437,0.062713623
113,122493.8046,0.000292122,0.899400413,0.247558594,0.0000435,0.000504971,1711238586,0.220279336,0.178622351,0.059417725
114,123539.5224,0.000591815,0.900617599,0.245300293,0.000043,0.000754356,1711239632,0.225332022,0.185956227,0.063079834
115,124599.9398,0.000419915,0.900514781,0.245910645,0.0000425,0.000461578,1711240692,0.221415818,0.181031633,0.060821533
116,125651.4882,0.000547051,0.90322578,0.24822998,0.000042,0.000588775,1711241744,0.212215424,0.175049047,0.05871582
117,126704.5293,0.000336528,0.89817816,0.245605469,0.0000415,0.000503778,1711242797,0.214182496,0.175940387,0.059051514
118,127764.4625,0.000252843,0.897107899,0.246704102,0.000041,0.00079906,1711243857,0.219960213,0.181750587,0.060852051
119,128816.2469,0.000460744,0.898566842,0.247344971,0.0000405,0.000715315,1711244908,0.211715758,0.173944118,0.057800293
120,130026.4118,0.000419021,0.899674177,0.24508667,0.00004,0.000963688,1711246119,0.21159029,0.175247021,0.057800293
121,131098.7893,0.000294685,0.89838922,0.24911499,0.0000395,0.000843704,1711247191,0.213231206,0.172725455,0.058837891
122,132149.0116,0.000379205,0.905422032,0.247650146,0.000039,0.000671625,1711248241,0.199845016,0.168991038,0.055358887
123,133196.5854,0.000377655,0.902055502,0.245513916,0.0000385,0.000586629,1711249289,0.198612511,0.163344928,0.054443359
124,134238.6009,0.000253081,0.895406723,0.247192383,0.000038,0.000421345,1711250331,0.203311265,0.166297229,0.056396484
125,135298.8285,0.000292242,0.897807777,0.244171143,0.0000375,0.000628352,1711251391,0.199954569,0.160740862,0.053985596
126,136463.4217,0.000464737,0.901746273,0.249420166,0.000037,0.000590205,1711252556,0.198636949,0.16345791,0.055480957
127,137623.161,0.000418961,0.90236783,0.245758057,0.0000365,0.000503063,1711253715,0.189705551,0.15595437,0.051818848
128,138769.7165,0.000252128,0.904440999,0.250457764,0.000036,0.000843346,1711254862,0.199576318,0.160205276,0.05480957
129,139816.0463,0.000544548,0.897418559,0.243408203,0.0000355,0.000627756,1711255908,0.190353036,0.156476015,0.052062988
130,141011.8482,0.000421822,0.899766147,0.247070313,0.000035,0.00071466,1711257104,0.190639138,0.158876933,0.053009033
131,142076.5995,0.000418603,0.893697739,0.244781494,0.0000345,0.000378132,1711258169,0.1840505,0.148862278,0.050170898
132,143127.6126,0.000421345,0.900648177,0.246246338,0.000034,0.000419796,1711259220,0.187050343,0.153398865,0.051879883
133,144174.4621,0.000588477,0.900246859,0.245239258,0.0000335,0.000544965,1711260267,0.184025824,0.151742803,0.050842285
134,145231.692,0.000251651,0.902793407,0.244995117,0.000033,0.000544131,1711261324,0.175422907,0.144368867,0.047973633
135,146289.3105,0,0.903317094,0.244110107,0.0000325,0.000835538,1711262381,0.18563962,0.148091062,0.049865723
136,147336.352,0.000380278,0.904270828,0.246490479,0.000032,0.000419319,1711263429,0.175035715,0.147504242,0.04888916
137,148389.8446,0.000210285,0.902082443,0.249145508,0.0000315,0.000842452,1711264482,0.164257109,0.136921052,0.045227051
138,149441.0394,0.000168025,0.8951298,0.245422363,0.000031,0.000420213,1711265533,0.176267028,0.144230609,0.048309326
139,150487.1962,0.000167727,0.898993254,0.245666504,0.0000305,0.000545621,1711266579,0.173898399,0.141108145,0.047454834
140,151683.1406,0.000419617,0.89949584,0.250793457,0.00003,0.000465214,1711267775,0.173548162,0.142990302,0.047637939
141,152747.9292,0.000541747,0.901117325,0.246520996,0.0000295,0.00054574,1711268840,0.173754394,0.140494214,0.046905518
142,153799.0417,0.000295162,0.89543581,0.24520874,0.000029,0.000462055,1711269891,0.168139637,0.13930428,0.046661377
143,154855.3867,0.000251293,0.899625778,0.249847412,0.0000285,0.000548959,1711270948,0.158640862,0.132392653,0.043212891
144,155917.2866,0.000335991,0.904531658,0.245849609,0.000028,0.000502586,1711272009,0.167987525,0.138815321,0.046173096
145,156970.6743,0.000125885,0.895373344,0.246551514,0.0000275,0.000378847,1711273063,0.169349432,0.137086821,0.046325684
146,158019.5635,0.000250757,0.893372059,0.24420166,0.000027,0.000377834,1711274112,0.160298407,0.130665506,0.043457031
147,159073.8445,0.00025177,0.895291507,0.243927002,0.0000265,0.000293493,1711275166,0.16752404,0.137436224,0.045898438
148,160135.3557,0.000376999,0.904186249,0.247009277,0.000026,0.000671327,1711276228,0.151000679,0.125981618,0.041259766
149,161191.504,0.000336409,0.906416535,0.249633789,0.0000255,0.000631332,1711277284,0.151167989,0.126517912,0.041717529
150,162412.9466,0.000293136,0.8998878,0.245025635,0.000025,0.000461102,1711278505,0.154452324,0.124594876,0.04208374
151,163484.7269,0.000377059,0.897605181,0.245147705,0.0000245,0.00050354,1711279577,0.158858538,0.130043513,0.043426514
152,164543.0906,0.000251472,0.901679754,0.246154785,0.000024,0.000587285,1711280635,0.153025687,0.125889116,0.041778564
153,165615.4877,0.000463367,0.907837689,0.249603271,0.0000235,0.000546873,1711281708,0.153173149,0.126821313,0.042541504
154,166725.6643,0.000419319,0.899921179,0.244140625,0.000023,0.000251234,1711282818,0.14271301,0.118188947,0.039154053
155,167764.712,0.000293434,0.90076077,0.242462158,0.0000225,0.000500798,1711283857,0.157239079,0.127920247,0.04296875
156,168794.7463,0.00029254,0.895620704,0.249481201,0.000022,0.000634074,1711284887,0.150243223,0.122149204,0.040740967
157,169830.9868,0.000169158,0.902858436,0.247070313,0.0000215,0.000419915,1711285923,0.146475196,0.124647796,0.040893555
158,170865.8142,0.000502884,0.900721788,0.247955322,0.000021,0.000589132,1711286958,0.152447224,0.124727237,0.041809082
159,171902.4982,0.000210345,0.906190932,0.249267578,0.0000205,0.000631034,1711287995,0.14068228,0.114796705,0.038787842
160,173083.7888,0.000253081,0.901305616,0.249084473,0.00002,0.000674248,1711289176,0.144418716,0.121129842,0.040100098
161,174121.7905,8.4281E-05,0.898133576,0.244171143,0.0000195,0.000544548,1711290214,0.143078268,0.119150857,0.039550781
162,175162.4749,0.000335813,0.895440221,0.243652344,0.000019,0.000460923,1711291255,0.153218567,0.124192223,0.04208374
163,176192.9191,0.000292718,0.904095888,0.249053955,0.0000185,0.000673473,1711292285,0.140808463,0.113531577,0.038269043
164,177222.6035,0.000377476,0.900797188,0.248748779,0.000018,0.000631988,1711293315,0.136760771,0.113246399,0.037536621
165,178254.3548,0.000335753,0.899630725,0.245788574,0.0000175,0.000587463,1711294347,0.136033118,0.113593238,0.037353516
166,179283.3322,0.000293136,0.901103735,0.249206543,0.000017,8.44002E-05,1711295376,0.13874197,0.115420966,0.037841797
167,180316.8622,4.18425E-05,0.900476635,0.242675781,0.0000165,0.000709653,1711296409,0.141422153,0.115873024,0.038269043
168,181350.3574,0.000543594,0.899197519,0.250061035,0.000016,0.000591457,1711297443,0.143228292,0.117313858,0.039093018
169,182387.1011,0.000295162,0.903124273,0.245574951,0.0000155,0.000460863,1711298479,0.135093331,0.114365019,0.037536621
170,183565.0487,0.000336766,0.897870421,0.246063232,0.000015,0.000420213,1711299657,0.138512731,0.116950702,0.038330078
171,184604.3142,0.000292599,0.896447062,0.243743896,0.0000145,0.00058639,1711300697,0.132337987,0.110567305,0.035919189
172,185642.084,8.43406E-05,0.903410971,0.249938965,0.000014,0.000253081,1711301734,0.134443581,0.111986129,0.037261963
173,186668.1443,0.000378549,0.896823585,0.243286133,0.0000135,0.000418603,1711302760,0.12919724,0.107196855,0.035736084
174,187702.3732,0.00016737,0.899169922,0.248413086,0.000013,0.000674188,1711303795,0.127930582,0.105531881,0.034759521
175,188739.1248,0.000167847,0.898852646,0.246704102,0.0000125,0.000630498,1711304831,0.129826486,0.107275296,0.035522461
176,189775.5673,0.000168025,0.895821691,0.244415283,0.000012,0.000503302,1711305868,0.136130333,0.11307573,0.037353516
177,190811.3987,0.000251949,0.898659408,0.241546631,0.0000115,0.000208616,1711306904,0.129089952,0.10588502,0.035461426
178,191844.4947,0.000422001,0.901329517,0.250549316,0.000011,0.000295758,1711307937,0.124889791,0.108268208,0.034881592
179,192880.363,0.000168204,0.904804289,0.248565674,0.0000105,0.000378549,1711308973,0.127919912,0.10890172,0.035217285
180,194060.9483,0.000335932,0.894842625,0.245025635,0.00001,0.000545979,1711310153,0.13220185,0.108828802,0.036376953
181,195093.5936,0.000169039,0.898643374,0.244842529,0.0000095,0.000335455,1711311186,0.124546945,0.106615926,0.034729004
182,196123.2516,0.000210404,0.897616625,0.24520874,0.000009,0.000545502,1711312215,0.130149901,0.107299058,0.035919189
183,197158.7021,0.000335276,0.905027926,0.242431641,0.0000085,0.000250041,1711313251,0.127862573,0.105090839,0.035003662
184,198185.92,0.000252008,0.899911642,0.248809814,0.000008,0.000295162,1711314278,0.11923635,0.100315427,0.032775879
185,199218.3438,0.000126481,0.90042752,0.24432373,0.0000075,0.000125647,1711315311,0.117191792,0.098838341,0.032440186
186,200255.6981,0.000336528,0.904900074,0.247589111,0.000007,0.000252008,1711316348,0.119333327,0.099452616,0.03302002
187,201293.8837,0.000293732,0.900514185,0.24609375,0.0000065,0.000335813,1711317386,0.125,0.102071655,0.034301758
188,202330.0451,0.000168681,0.893850327,0.241516113,0.000006,0.000292599,1711318422,0.125980794,0.103880917,0.034912109
189,203371.2723,0.000210643,0.895101786,0.244476318,0.0000055,0.000293732,1711319463,0.113263965,0.097237789,0.03137207
190,204589.3047,0.000167787,0.895097792,0.243255615,0.000005,0.000418842,1711320681,0.117297828,0.100606755,0.032073975
191,205634.9404,0.000169098,0.899666309,0.24697876,0.0000045,0.000210285,1711321727,0.122160017,0.102206424,0.034088135
192,206672.0596,0.000422835,0.89586854,0.243133545,0.000004,0.000376821,1711322764,0.11626631,0.10197839,0.032653809
193,207705.0687,0.000209391,0.895517349,0.243530273,0.0000035,0.000377059,1711323797,0.118255377,0.101075443,0.03225708
194,208739.8956,0.000211,0.900527656,0.245025635,0.000003,0.000335276,1711324832,0.116694212,0.101696553,0.032470703
195,209770.6112,8.39233E-05,0.90021044,0.248291016,0.0000025,0.000336945,1711325863,0.124579906,0.107455975,0.033996582
196,210807.5747,0.000251412,0.896412551,0.244171143,0.000002,0.00020963,1711326900,0.115803659,0.100008631,0.031646729
197,211844.8247,0.000209868,0.900561154,0.24508667,0.0000015,0.000293434,1711327937,0.119356275,0.100682445,0.032745361
198,212884.2505,0.000378251,0.895689547,0.241851807,0.000001,0.000334322,1711328976,0.12650466,0.110166951,0.034912109
199,213918.8392,8.36253E-05,0.89474839,0.249206543,0.0000005,0.000211418,1711330011,0.119349003,0.103193627,0.032287598
200,215097.7328,0.000211656,0.897395611,0.244110107,0,0.00020951,1711331190,0.115872324,0.100738787,0.032501221